Date,Open,High,Low,Close,Adj Close,Volume
1980-03-17,0.000000,2.539250,2.501798,2.501798,0.747835,685877
1980-03-18,0.000000,2.486817,2.479326,2.479326,0.741118,383824
1980-03-19,0.000000,2.479326,2.456855,2.464346,0.736640,470602
1980-03-20,0.000000,2.464346,2.381951,2.389442,0.714250,522334
1980-03-21,0.000000,2.404422,2.389442,2.396932,0.716489,420538
1980-03-24,0.000000,2.396932,2.374461,2.381951,0.712011,400512
1980-03-25,0.000000,2.411913,2.374461,2.396932,0.716489,145186
1980-03-26,0.000000,2.441874,2.389442,2.419403,0.723206,423875
1980-03-27,0.000000,2.426894,2.389442,2.419403,0.723206,275352
1980-03-28,0.000000,2.426894,2.396932,2.426894,0.725445,317072
1980-03-31,0.000000,2.411913,2.381951,2.411913,0.720967,91784
1980-04-01,0.000000,2.449365,2.411913,2.441874,0.729923,290371
1980-04-02,0.000000,2.456855,2.426894,2.426894,0.725445,540691
1980-04-03,0.000000,2.434384,2.404422,2.426894,0.725445,215275
1980-04-07,0.000000,2.426894,2.366970,2.366970,0.707532,659176
1980-04-08,0.000000,2.381951,2.366970,2.374461,0.709772,116816
1980-04-09,0.000000,2.381951,2.329518,2.337009,0.698576,136842
1980-04-10,0.000000,2.351989,2.344499,2.344499,0.700816,525672
1980-04-11,0.000000,2.351989,2.262105,2.262105,0.676186,380486
1980-04-14,0.000000,2.299557,2.262105,2.292066,0.685143,664182
1980-04-15,0.000000,2.314537,2.284576,2.284576,0.682903,343773
1980-04-16,0.000000,2.337009,2.299557,2.322028,0.694099,365467
1980-04-17,0.000000,2.351989,2.314537,2.329518,0.696337,488958
1980-04-18,0.000000,2.366970,2.329518,2.337009,0.698576,392168
1980-04-21,0.000000,2.329518,2.277085,2.277085,0.680664,979586
1980-04-22,0.000000,2.307047,2.284576,2.307047,0.689620,669189
1980-04-23,0.000000,2.307047,2.262105,2.284576,0.682903,1425155
1980-04-24,0.000000,2.366970,2.269595,2.344499,0.700816,942872
1980-04-25,0.000000,2.359480,2.322028,2.344499,0.700816,370474
1980-04-28,0.000000,2.441874,2.359480,2.426894,0.725445,283696
1980-04-29,0.000000,2.531759,2.434384,2.531759,0.756791,138510
1980-04-30,0.000000,2.531759,2.486817,2.486817,0.743357,113478
